ID,age_y,SP_grezzo,RS_grezzo,CS_grezzo,MR_grezzo,RR_grezzo,QS_grezzo,MO_grezzo,RP_grezzo,MP_grezzo,SM_grezzo,PG_grezzo,CR_grezzo,CL_grezzo,SS_grezzo,DM_grezzo,age_m,age_band,SP_PP,RS_PP,MR_PP,RR_PP,MO_PP,RP_PP,SM_PP,CL_PP,CR_PP,PG_PP,SS_PP,DM_PP,CS_PP,QS_PP,MP_PP
69,6.66666666666667,16,7,9,12,14,6,8,5,11,10,5,10,48,63,3,80,6;08-6;11,16,12,16,16,11,11,13,15,14,12,17,12,15,11,14
70,6.66666666666667,7,4,3,3,11,2,11,1,11,4,2,2,26,19,4,80,6;08-6;11,9,9,7,14,14,6,8,10,7,8,9,13,8,7,14
71,6.66666666666667,9,3,8,6,13,2,2,4,4,2,1,2,35,55,0,80,6;08-6;11,11,7,10,16,6,10,7,12,7,7,15,6,14,7,8
72,6.66666666666667,8,3,6,4,3,6,3,7,2,4,4,14,36,25,5,80,6;08-6;11,9,7,8,8,6,14,8,12,17,11,10,15,12,11,6
73,6.66666666666667,6,3,5,9,8,9,11,5,8,5,9,8,37,22,1,80,6;08-6;11,8,7,13,12,14,11,10,12,12,16,9,7,10,13,11
74,6.75,8,7,4,8,3,7,3,3,8,6,2,9,28,14,3,81,6;08-6;11,9,12,11,8,6,8,10,10,14,8,8,12,9,12,11
75,6.75,2,1,0,2,2,0,3,1,1,0,1,1,0,8,2,81,6;08-6;11,6,5,7,7,6,6,6,4,7,7,7,10,6,5,6
76,6.75,9,2,5,7,4,10,9,7,5,8,2,12,57,66,3,81,6;08-6;11,11,7,11,8,11,14,12,18,16,8,18,12,10,15,9
77,6.75,6,5,4,4,0,4,6,2,9,3,2,8,10,24,5,81,6;08-6;11,8,10,8,5,9,7,7,7,12,8,9,15,9,8,12
78,6.75,11,9,2,3,1,6,12,5,10,9,2,6,59,46,4,81,6;08-6;11,12,13,7,6,14,11,13,18,10,8,13,13,7,11,13
79,6.75,10,4,10,7,8,6,11,2,5,6,2,4,13,11,1,81,6;08-6;11,11,9,11,12,14,7,10,7,9,8,8,7,16,11,9
80,6.75,8,8,4,2,5,7,5,4,7,4,1,10,39,25,1,81,6;08-6;11,9,13,7,9,7,10,8,13,14,7,10,7,9,12,11
81,6.75,5,7,3,0,1,1,2,4,4,1,1,2,19,18,1,81,6;08-6;11,8,12,4,6,6,10,6,9,7,7,9,7,8,5,8
82,6.75,14,10,6,9,9,10,9,8,10,11,9,7,25,41,1,81,6;08-6;11,14,15,13,12,11,15,15,9,11,16,12,7,12,15,13
83,6.75,11,5,10,5,13,8,8,5,6,7,2,4,21,16,4,81,6;08-6;11,12,10,8,16,11,11,11,9,9,8,8,13,16,13,10
84,6.75,12,2,7,8,10,9,9,9,7,8,6,3,33,22,6,81,6;08-6;11,12,7,11,13,11,16,12,12,8,13,9,16,13,13,11
85,6.75,1,2,1,4,4,2,7,2,3,4,4,7,21,16,0,81,6;08-6;11,4,7,8,8,9,7,8,9,11,11,8,6,7,7,7
86,6.83333333333333,2,6,2,4,6,8,9,2,7,2,0,2,34,4,2,82,6;08-6;11,6,10,8,10,11,7,7,12,7,5,7,10,7,13,11
87,6.83333333333333,10,6,3,10,8,3,5,4,3,9,7,8,27,27,3,82,6;08-6;11,11,10,14,12,7,10,13,10,12,15,10,12,8,8,7
88,6.83333333333333,6,6,3,3,3,2,6,3,7,2,0,1,17,8,1,82,6;08-6;11,8,10,7,8,9,8,7,7,7,5,7,7,8,7,11
89,6.83333333333333,7,5,4,4,9,7,9,4,3,9,5,4,24,17,2,82,6;08-6;11,9,10,8,12,11,10,13,9,9,12,8,10,9,12,7
90,6.83333333333333,10,8,10,7,3,5,9,6,9,4,5,2,19,15,3,82,6;08-6;11,11,13,11,8,11,12,8,9,7,12,8,12,16,9,12
91,6.83333333333333,11,7,7,4,2,7,12,5,9,1,1,4,33,33,5,82,6;08-6;11,12,12,8,7,14,11,6,12,9,7,11,15,13,12,12
92,6.83333333333333,5,0,1,2,3,0,3,2,1,2,5,2,23,6,3,82,6;08-6;11,8,5,7,8,6,7,7,9,7,12,7,12,7,5,6
93,6.83333333333333,7,6,1,4,5,5,6,2,2,4,2,7,33,17,0,82,6;08-6;11,9,10,8,9,9,7,8,12,11,8,8,6,7,9,6
94,6.91666666666667,7,7,6,5,8,0,12,5,6,11,3,5,32,42,1,83,6;08-6;11,9,12,8,12,14,11,15,12,10,9,12,7,12,5,10
95,6.91666666666667,8,3,2,7,5,5,8,5,7,8,4,4,7,22,0,83,6;08-6;11,9,7,11,9,11,11,12,5,9,11,9,6,7,9,11
96,6.91666666666667,10,9,1,5,2,7,8,1,0,1,4,8,20,26,1,83,6;08-6;11,11,13,8,7,11,6,6,9,12,11,10,7,7,12,4
97,6.91666666666667,9,6,4,7,5,9,10,5,11,4,4,3,33,48,2,83,6;08-6;11,11,10,11,9,12,11,8,12,8,11,13,10,9,13,14
98,6.91666666666667,19,6,2,12,12,6,14,8,12,12,6,6,27,33,1,83,6;08-6;11,19,10,16,15,16,15,16,10,10,13,11,7,7,11,16
99,6.91666666666667,6,6,4,14,4,8,11,4,7,12,4,3,34,49,1,83,6;08-6;11,8,10,18,8,14,10,16,12,8,11,14,7,9,13,11
100,7,12,3,4,4,2,7,17,3,8,7,4,3,27,22,3,84,7;00-7;03,10,7,8,7,14,7,9,9,8,9,8,10,10,12,12
101,7,9,5,3,6,3,11,6,4,2,5,1,9,37,35,3,84,7;00-7;03,8,9,9,8,8,8,8,10,16,5,11,10,8,16,6
102,7,17,5,11,8,10,7,13,12,7,10,8,3,45,23,6,84,7;00-7;03,15,9,10,13,12,17,11,13,8,13,8,15,18,12,12
103,7,7,8,4,4,11,7,19,4,3,9,7,4,32,24,4,84,7;00-7;03,7,11,8,14,15,8,11,10,9,12,8,11,10,12,7
104,7,7,3,2,6,4,3,6,5,3,4,5,2,13,16,3,84,7;00-7;03,7,7,9,8,8,9,6,6,6,10,7,10,7,7,7
105,7,8,4,4,3,1,2,14,3,3,8,8,4,33,35,3,84,7;00-7;03,7,8,7,6,12,7,10,10,9,13,11,10,10,6,7
106,7.08333333333333,7,8,5,5,4,4,3,2,5,6,2,6,23,13,3,85,7;00-7;03,7,11,8,8,6,6,8,8,11,6,7,10,11,7,10
107,7.08333333333333,10,7,1,8,4,3,5,4,2,6,1,0,5,11,0,85,7;00-7;03,8,10,10,8,7,8,8,5,4,5,7,4,7,7,6
108,7.08333333333333,11,13,4,12,9,9,9,7,4,11,10,6,49,54,5,85,7;00-7;03,10,15,14,12,9,12,12,14,11,14,15,14,10,13,8
109,7.16666666666667,12,10,4,10,3,4,7,9,8,2,5,5,21,29,2,86,7;00-7;03,10,13,13,8,8,14,5,8,11,10,9,8,10,7,12
110,7.16666666666667,19,7,6,12,15,4,9,7,13,7,4,6,62,59,5,86,7;00-7;03,16,10,14,17,9,12,9,16,11,9,16,14,12,7,18
111,7.16666666666667,15,5,7,9,8,7,12,2,8,8,4,7,27,18,3,86,7;00-7;03,13,9,12,12,11,6,10,9,12,9,8,10,14,12,12
112,7.16666666666667,12,4,0,2,3,4,6,5,7,7,2,4,43,35,4,86,7;00-7;03,10,8,7,8,8,9,9,13,9,6,11,11,6,7,12
113,7.16666666666667,15,13,6,8,5,5,20,6,5,13,5,9,33,60,3,86,7;00-7;03,13,15,10,9,16,11,13,10,16,10,17,10,12,9,10
114,7.25,7,3,5,0,2,4,1,3,4,9,5,5,38,33,1,87,7;00-7;03,7,7,4,7,6,7,11,11,11,10,11,5,11,7,8
115,7.25,14,9,4,9,8,3,5,4,4,4,7,4,38,10,3,87,7;00-7;03,12,11,12,12,7,8,6,11,9,12,7,10,10,7,8
116,7.25,15,11,7,5,7,5,5,10,4,15,6,3,24,31,2,87,7;00-7;03,13,14,8,11,7,15,16,8,8,11,11,8,14,9,8
117,7.25,7,2,0,9,9,8,10,7,8,11,5,3,20,18,1,87,7;00-7;03,7,7,12,12,10,12,12,8,8,10,8,5,6,13,12
118,7.25,14,13,2,8,7,8,6,5,5,9,5,4,57,33,3,87,7;00-7;03,12,15,10,11,8,9,11,15,9,10,11,10,7,13,10
119,7.25,11,3,6,14,8,10,13,7,7,17,12,10,20,27,6,87,7;00-7;03,10,7,17,12,12,12,17,8,16,17,9,15,12,15,12
120,7.33333333333333,9,5,0,8,6,3,7,6,5,2,0,9,6,25,1,88,7;04-7;07,10,9,10,10,8,11,8,7,13,5,9,8,5,9,8
121,7.33333333333333,8,8,8,9,7,10,14,4,7,7,6,4,17,32,4,88,7;04-7;07,8,10,11,12,12,9,11,8,9,12,10,14,13,16,10
122,7.33333333333333,15,9,8,4,3,7,9,3,3,3,3,4,26,25,1,88,7;04-7;07,14,10,8,7,9,8,8,10,9,9,9,8,13,13,6
123,7.33333333333333,11,20,11,10,8,3,18,4,10,18,8,13,78,71,2,88,7;04-7;07,11,18,12,13,16,9,19,18,16,15,18,10,15,9,13
124,7.33333333333333,5,5,3,4,7,5,6,5,10,5,3,5,37,58,0,88,7;04-7;07,7,9,8,12,8,10,10,11,10,9,15,6,8,10,13
125,7.33333333333333,12,5,5,2,3,2,4,3,6,1,1,2,7,10,2,88,7;04-7;07,11,9,7,7,7,8,7,7,7,6,7,10,10,8,9
126,7.33333333333333,4,4,1,5,7,5,12,6,11,5,3,5,21,36,3,88,7;04-7;07,6,8,8,12,11,11,10,9,10,9,10,13,7,10,14
127,7.33333333333333,17,15,5,12,11,13,23,8,11,5,8,5,17,27,3,88,7;04-7;07,15,14,13,16,18,14,10,8,10,15,9,13,10,18,14
128,7.33333333333333,10,6,6,10,3,5,7,8,12,4,3,9,20,24,5,88,7;04-7;07,10,9,12,7,8,14,9,9,13,9,8,17,11,10,15
129,7.41666666666667,15,7,7,8,5,5,10,3,5,4,4,9,23,41,3,89,7;04-7;07,14,10,10,9,10,8,9,9,13,10,12,13,12,10,8
130,7.41666666666667,17,16,8,18,9,5,12,9,12,6,3,13,58,37,1,89,7;04-7;07,15,14,19,13,11,15,10,15,16,9,10,8,13,10,15
131,7.41666666666667,8,4,1,2,6,1,12,2,2,6,7,7,20,9,0,89,7;04-7;07,8,8,7,10,11,7,10,9,11,13,6,6,7,6,5
132,7.41666666666667,11,8,6,2,7,5,9,3,8,13,4,4,36,19,2,89,7;04-7;07,11,10,7,12,9,8,15,11,9,10,8,10,11,10,10
133,7.5,13,13,10,7,7,1,9,6,7,6,3,4,41,48,1,90,7;04-7;07,11,13,10,12,9,11,10,12,9,9,13,8,15,6,10
134,7.5,5,8,4,3,8,5,3,2,4,5,6,6,45,34,1,90,7;04-7;07,7,10,7,13,6,7,10,13,10,12,10,8,9,10,7
135,7.5,8,3,3,7,4,5,6,5,3,1,7,1,19,17,2,90,7;04-7;07,8,7,10,7,8,10,7,9,7,13,7,10,8,10,6
136,7.58333333333333,8,6,6,4,3,1,13,11,5,10,7,2,38,42,3,91,7;04-7;07,8,9,8,7,12,17,13,12,7,13,12,13,11,6,8
137,7.58333333333333,7,1,3,10,2,3,7,4,7,1,2,2,9,30,2,91,7;04-7;07,8,6,12,5,8,9,7,7,7,7,9,10,8,9,10
138,7.58333333333333,4,1,2,2,3,2,6,1,4,1,1,0,0,4,0,91,7;04-7;07,6,6,7,7,8,6,7,6,6,6,6,6,7,8,7
139,7.66666666666667,13,10,6,10,9,11,11,6,7,16,11,6,40,42,2,92,7;08-7;11,10,11,11,10,10,10,16,10,8,15,10,8,10,13,10
140,7.66666666666667,14,8,5,10,7,6,5,5,10,6,2,9,24,29,4,92,7;08-7;11,11,10,11,9,5,9,8,8,11,6,8,11,9,9,11
141,7.66666666666667,10,13,9,12,16,9,10,4,8,10,7,16,68,72,6,92,7;08-7;11,8,13,12,17,9,8,11,15,16,12,16,14,12,11,10
142,7.66666666666667,16,9,9,7,11,6,15,4,6,12,12,12,60,53,4,92,7;08-7;11,12,10,9,13,12,8,14,14,13,16,12,11,12,9,9
143,7.66666666666667,8,5,9,16,9,13,9,5,10,13,7,9,53,62,2,92,7;08-7;11,7,8,15,10,7,9,14,12,11,12,14,8,12,14,11
144,7.66666666666667,14,10,8,9,12,6,13,3,12,13,5,11,48,39,3,92,7;08-7;11,11,11,10,14,11,7,14,11,12,9,10,10,11,9,13
145,7.66666666666667,12,5,4,10,4,4,10,7,9,12,7,4,21,21,3,92,7;08-7;11,10,8,11,6,9,11,14,8,7,12,7,10,8,7,10
146,7.66666666666667,5,5,3,3,4,12,11,1,6,8,4,2,52,48,2,92,7;08-7;11,5,8,6,6,10,5,10,12,6,8,11,8,7,14,9
147,7.66666666666667,13,4,5,6,7,8,15,4,16,6,3,9,42,17,0,92,7;08-7;11,10,7,8,9,12,8,8,10,11,7,6,5,9,11,16
148,7.66666666666667,20,7,9,11,8,4,13,4,14,9,7,6,36,32,2,92,7;08-7;11,15,9,11,10,11,8,11,9,8,12,9,8,12,7,15
149,7.66666666666667,6,8,2,3,8,3,10,6,2,3,4,8,14,9,3,92,7;08-7;11,5,10,6,10,9,10,5,7,10,8,5,10,6,7,5
150,7.75,9,7,4,7,5,5,8,6,10,8,7,9,25,15,1,93,7;08-7;11,8,9,9,7,7,10,10,8,11,12,6,6,8,8,11
151,7.75,16,3,7,6,4,9,8,2,4,5,5,6,19,9,3,93,7;08-7;11,12,5,8,6,7,6,8,8,8,9,5,10,11,11,7
152,7.75,18,8,8,15,10,16,15,6,8,18,9,10,55,39,6,93,7;08-7;11,14,10,14,12,12,10,18,13,11,13,10,14,11,17,10
153,7.75,11,12,6,6,9,8,8,3,5,9,6,1,17,25,0,93,7;08-7;11,10,13,8,10,7,7,11,7,6,10,8,5,10,11,8
154,7.75,5,11,4,4,1,3,8,3,5,7,1,5,25,45,4,93,7;08-7;11,5,12,7,4,7,7,9,8,8,5,11,11,8,7,8
155,7.75,9,11,8,3,7,5,12,3,1,6,5,3,29,21,2,93,7;08-7;11,8,12,6,9,10,7,8,8,6,9,7,8,11,8,5
156,7.75,8,1,4,2,3,2,5,2,6,2,1,3,6,26,3,93,7;08-7;11,7,4,6,6,5,6,5,6,6,5,8,10,8,5,9
157,7.75,8,9,12,7,7,7,14,11,6,10,6,13,27,48,6,93,7;08-7;11,7,10,9,9,11,16,11,8,14,10,11,14,14,10,9
158,7.75,19,0,9,7,4,4,16,5,9,6,2,7,32,44,2,93,7;08-7;11,15,4,9,6,12,9,8,9,9,6,11,8,12,7,10
159,7.75,20,16,12,17,9,12,13,4,11,11,11,12,42,34,5,93,7;08-7;11,15,15,16,10,11,8,12,10,13,15,9,13,14,14,12
160,7.75,8,6,0,10,3,6,7,3,6,7,6,2,6,15,1,93,7;08-7;11,7,8,11,6,6,7,9,6,6,10,6,6,5,9,9
161,7.83333333333333,10,7,5,6,8,4,11,5,4,9,5,4,38,41,5,94,7;08-7;11,8,9,8,10,10,9,11,10,7,9,10,13,9,7,7
162,7.83333333333333,5,5,4,3,6,7,6,7,2,3,5,1,21,20,4,94,7;08-7;11,5,8,6,8,6,11,5,8,6,9,7,11,8,10,5
163,7.83333333333333,8,2,3,2,5,6,3,4,5,7,2,0,5,12,2,94,7;08-7;11,7,5,6,7,4,8,9,6,5,6,6,8,7,9,8
164,7.83333333333333,13,12,10,16,11,10,17,9,15,11,5,9,78,52,2,94,7;08-7;11,10,13,15,13,14,14,12,17,11,9,12,8,13,12,16
165,7.83333333333333,17,17,10,11,8,9,10,8,8,8,4,8,28,66,4,94,7;08-7;11,14,16,11,10,9,13,10,8,10,8,15,11,13,11,10
166,7.83333333333333,9,11,6,8,7,9,11,7,11,8,7,5,46,41,1,94,7;08-7;11,8,12,9,9,10,11,10,11,8,12,10,6,10,11,12
167,7.83333333333333,10,5,3,5,9,7,10,6,7,5,2,9,39,45,4,94,7;08-7;11,8,8,7,10,9,10,8,10,11,6,11,11,7,10,10
168,7.83333333333333,9,6,3,6,11,2,10,4,2,10,7,9,23,29,2,94,7;08-7;11,8,8,8,13,9,8,11,8,11,12,8,8,7,5,5
169,7.83333333333333,13,16,2,14,10,13,9,7,7,8,5,10,39,55,4,94,7;08-7;11,10,15,14,12,7,11,10,10,11,9,13,11,6,14,10
170,7.83333333333333,16,14,12,20,12,13,15,9,13,10,10,14,79,80,2,94,7;08-7;11,12,14,17,14,12,14,11,17,14,14,18,8,14,14,14
171,7.83333333333333,19,11,5,4,7,5,18,11,6,6,6,9,17,23,2,94,7;08-7;11,15,12,7,9,15,16,8,7,11,10,7,8,9,8,9
172,7.83333333333333,12,13,4,6,5,9,14,9,7,6,1,12,19,40,3,94,7;08-7;11,10,13,8,7,11,14,8,8,13,5,10,10,8,11,10
