"ID","age_y","SP_grezzo","RS_grezzo","CS_grezzo","MR_grezzo","RR_grezzo","QS_grezzo","MO_grezzo","RP_grezzo","MP_grezzo","SM_grezzo","PG_grezzo","CL_grezzo","SS_grezzo","CR_grezzo","DM_grezzo"
68,6.66666666666667,14,14,9,7,6,7,6,9,6,12,9,18,49,14,3
69,6.66666666666667,16,7,9,12,14,6,8,5,11,16,5,48,63,14,3
70,6.66666666666667,7,4,3,3,11,2,11,1,11,6,2,26,19,3,4
71,6.66666666666667,9,3,8,6,13,2,2,4,4,4,1,35,55,3,0
72,6.66666666666667,8,3,6,4,3,6,3,7,2,7,4,36,25,18,5
73,6.66666666666667,6,3,5,9,8,9,11,5,8,8,9,37,22,11,1
74,6.75,8,7,4,8,3,7,3,3,8,9,2,28,14,13,3
75,6.75,2,1,0,2,2,0,3,1,1,1,1,0,8,2,2
76,6.75,9,2,5,7,4,10,9,7,5,12,2,57,66,17,3
77,6.75,6,5,4,4,0,4,6,2,9,5,2,10,24,11,5
78,6.75,11,9,2,3,1,6,12,5,10,12,2,59,46,8,4
79,6.75,10,4,10,7,8,6,11,2,5,9,2,13,11,5,1
80,6.75,8,8,4,2,5,7,5,4,7,6,1,39,25,14,1
81,6.75,5,7,3,0,1,1,2,4,4,2,1,19,18,3,1
82,6.75,14,10,6,9,9,10,9,8,10,17,9,25,41,10,1
83,6.75,11,5,10,5,13,8,8,5,6,10,2,21,16,6,4
84,6.75,12,2,7,8,10,9,9,9,7,12,6,33,22,5,6
85,6.75,1,2,1,4,4,2,7,2,3,7,4,21,16,9,0
86,6.83333333333333,2,6,2,4,6,8,9,2,7,3,0,34,4,3,2
87,6.83333333333333,10,6,3,10,8,3,5,4,3,13,7,27,27,11,3
88,6.83333333333333,6,6,3,3,3,2,6,3,7,3,0,17,8,1,1
89,6.83333333333333,7,5,4,4,9,7,9,4,3,13,5,24,17,6,2
90,6.83333333333333,10,8,10,7,3,5,9,6,9,6,5,19,15,4,3
91,6.83333333333333,11,7,7,4,2,7,12,5,9,2,1,33,33,6,5
92,6.83333333333333,5,0,1,2,3,0,3,2,1,4,5,23,6,2,3
93,6.83333333333333,7,6,1,4,5,5,6,2,2,7,2,33,17,10,0
94,6.91666666666667,7,7,6,5,8,0,12,5,6,16,3,32,42,7,1
95,6.91666666666667,8,3,2,7,5,5,8,5,7,11,4,7,22,6,0
96,6.91666666666667,10,9,1,5,2,7,8,1,0,2,4,20,26,10,1
97,6.91666666666667,9,6,4,7,5,9,10,5,11,6,4,33,48,5,2
98,6.91666666666667,19,6,2,12,12,6,14,8,12,17,6,27,33,8,1
99,6.91666666666667,6,6,4,14,4,8,11,4,7,18,4,34,49,5,1
100,7,12,3,4,4,2,7,17,3,8,10,4,27,22,5,3
101,7,9,5,3,6,3,11,6,4,2,7,1,37,35,13,3
102,7,17,5,11,8,10,7,13,12,7,15,8,45,23,5,6
103,7,7,8,4,4,11,7,19,4,3,13,7,32,24,6,4
104,7,7,3,2,6,4,3,6,5,3,6,5,13,16,3,3
105,7,8,4,4,3,1,2,14,3,3,12,8,33,35,6,3
106,7.08333333333333,7,8,5,5,4,4,3,2,5,10,2,23,13,8,3
107,7.08333333333333,10,7,1,8,4,3,5,4,2,8,1,5,11,1,0
108,7.08333333333333,11,13,4,12,9,9,9,7,4,17,10,49,54,8,5
109,7.16666666666667,12,10,4,10,3,4,7,9,8,3,5,21,29,7,2
110,7.16666666666667,19,7,6,12,15,4,9,7,13,11,4,62,59,7,5
111,7.16666666666667,15,5,7,9,8,7,12,2,8,12,4,27,18,10,3
112,7.16666666666667,12,4,0,2,3,4,6,5,7,11,2,43,35,5,4
113,7.16666666666667,15,13,6,8,5,5,20,6,5,19,5,33,60,13,3
114,7.25,7,3,5,0,2,4,1,3,4,12,5,38,33,7,1
115,7.25,14,9,4,9,8,3,5,4,4,6,7,38,10,5,3
116,7.25,15,11,7,5,7,5,5,10,4,21,6,24,31,4,2
117,7.25,7,2,0,9,9,8,10,7,8,16,5,20,18,4,1
118,7.25,14,13,2,8,7,8,6,5,5,12,5,57,33,6,3
119,7.25,11,3,6,14,8,10,13,7,7,25,12,20,27,14,6
120,7.33333333333333,9,5,0,8,6,3,7,6,5,3,0,6,25,12,1
121,7.33333333333333,8,8,8,9,7,10,14,4,7,11,6,17,32,6,4
122,7.33333333333333,15,9,8,4,3,7,9,3,3,5,3,26,25,6,1
123,7.33333333333333,11,20,11,10,8,3,18,4,10,26,8,78,71,17,2
124,7.33333333333333,5,5,3,4,7,5,6,5,10,7,3,37,58,7,0
125,7.33333333333333,12,5,5,2,3,2,4,3,6,2,1,7,10,2,2
126,7.33333333333333,4,4,1,5,7,5,12,6,11,8,3,21,36,6,3
127,7.33333333333333,17,15,5,12,11,13,23,8,11,8,8,17,27,8,3
128,7.33333333333333,10,6,6,10,3,5,7,8,12,6,3,20,24,12,5
129,7.41666666666667,15,7,7,8,5,5,10,3,5,6,4,23,41,13,3
130,7.41666666666667,17,16,8,18,9,5,12,9,12,10,3,58,37,18,1
131,7.41666666666667,8,4,1,2,6,1,12,2,2,9,7,20,9,10,0
132,7.41666666666667,11,8,6,2,7,5,9,3,8,18,4,36,19,6,2
133,7.5,13,13,10,7,7,1,9,6,7,10,3,41,48,5,1
134,7.5,5,8,4,3,8,5,3,2,4,9,6,45,34,9,1
135,7.5,8,3,3,7,4,5,6,5,3,2,7,19,17,2,2
136,7.58333333333333,8,6,6,4,3,1,13,11,5,14,7,38,42,3,3
137,7.58333333333333,7,1,3,10,2,3,7,4,7,2,2,9,30,3,2
138,7.58333333333333,4,1,2,2,3,2,6,1,4,2,1,0,4,0,0
139,7.66666666666667,13,10,6,10,9,11,11,6,7,23,11,40,42,9,2
140,7.66666666666667,14,8,5,10,7,6,5,5,10,10,2,24,29,12,4
141,7.66666666666667,10,13,9,12,16,9,10,4,8,15,7,68,72,22,6
142,7.66666666666667,16,9,9,7,11,6,15,4,6,19,12,60,53,18,4
143,7.66666666666667,8,5,9,16,9,13,9,5,10,19,7,53,62,13,2
144,7.66666666666667,14,10,8,9,12,6,13,3,12,20,5,48,39,15,3
145,7.66666666666667,12,5,4,10,4,4,10,7,9,16,7,21,21,6,3
146,7.66666666666667,5,5,3,3,4,12,11,1,6,11,4,52,48,3,2
147,7.66666666666667,13,4,5,6,7,8,15,4,16,10,3,42,17,12,0
148,7.66666666666667,20,7,9,11,8,4,13,4,14,14,7,36,32,9,2
149,7.66666666666667,6,8,2,3,8,3,10,6,2,5,4,14,9,10,3
150,7.75,9,7,4,7,5,5,8,6,10,13,7,25,15,12,1
151,7.75,16,3,7,6,4,9,8,2,4,8,5,19,9,8,3
152,7.75,18,8,8,15,10,16,15,6,8,26,9,55,39,14,6
153,7.75,11,12,6,6,9,8,8,3,5,14,6,17,25,1,0
154,7.75,5,11,4,4,1,3,8,3,5,11,1,25,45,8,4
155,7.75,9,11,8,3,7,5,12,3,1,8,5,29,21,4,2
156,7.75,8,1,4,2,3,2,5,2,6,4,1,6,26,3,3
157,7.75,8,9,12,7,7,7,14,11,6,15,6,27,48,18,6
158,7.75,19,0,9,7,4,4,16,5,9,9,2,32,44,9,2
159,7.75,20,16,12,17,9,12,13,4,11,18,11,42,34,17,5
160,7.75,8,6,0,10,3,6,7,3,6,10,6,6,15,3,1
161,7.83333333333333,10,7,5,6,8,4,11,5,4,13,5,38,41,6,5
162,7.83333333333333,5,5,4,3,6,7,6,7,2,5,5,21,20,3,4
163,7.83333333333333,8,2,3,2,5,6,3,4,5,10,2,5,12,0,2
164,7.83333333333333,13,12,10,16,11,10,17,9,15,15,5,78,52,12,2
165,7.83333333333333,17,17,10,11,8,9,10,8,8,12,4,28,66,12,4
166,7.83333333333333,9,11,6,8,7,9,11,7,11,12,7,46,41,7,1
167,7.83333333333333,10,5,3,5,9,7,10,6,7,8,2,39,45,13,4
168,7.83333333333333,9,6,3,6,11,2,10,4,2,15,7,23,29,11,2
169,7.83333333333333,13,16,2,14,10,13,9,7,7,12,5,39,55,14,4
170,7.83333333333333,16,14,12,20,12,13,15,9,13,17,10,79,80,20,2
171,7.83333333333333,19,11,5,4,7,5,18,11,6,10,6,17,23,12,2
172,7.83333333333333,12,13,4,6,5,9,14,9,7,9,1,19,40,17,3
173,7.91666666666667,13,7,13,9,12,4,21,11,11,3,5,48,27,15,2
174,7.91666666666667,15,7,4,17,16,13,18,10,18,7,7,70,65,5,7
175,7.91666666666667,14,14,15,17,4,6,19,7,5,16,7,51,68,3,3
176,7.91666666666667,16,6,5,7,7,10,17,7,5,18,6,33,7,14,7
177,7.91666666666667,16,10,1,8,7,4,6,4,10,11,11,46,22,21,2
178,7.91666666666667,13,8,8,9,11,9,14,10,10,14,7,72,42,19,7
179,7.91666666666667,9,5,5,9,8,5,12,5,6,9,4,36,50,8,1
180,7.91666666666667,17,8,5,9,10,12,10,3,3,16,8,18,35,15,1
181,7.91666666666667,19,14,15,14,12,11,19,5,13,15,10,59,49,18,4
182,8,27,15,11,9,8,12,12,11,9,17,10,36,39,16,3
183,8,16,8,4,13,4,4,3,1,7,12,3,33,48,6,2
184,8,17,10,11,12,17,15,17,11,10,17,10,56,45,8,3
185,8,19,6,9,7,4,4,11,7,6,10,3,55,20,6,1
186,8,4,6,2,8,9,2,5,8,6,4,1,11,22,7,2
187,8,21,7,8,11,7,10,11,5,3,15,8,36,30,9,3
188,8.08333333333333,13,4,4,2,10,7,11,10,6,5,8,20,16,11,4
189,8.08333333333333,25,17,7,13,11,9,20,8,4,23,8,64,62,14,4
190,8.08333333333333,12,9,7,15,10,10,13,5,6,21,9,19,33,10,1
191,8.08333333333333,24,12,9,11,3,11,16,9,15,23,9,79,67,21,4
192,8.08333333333333,18,6,9,14,4,7,19,8,11,15,12,63,38,10,4
193,8.08333333333333,4,6,4,11,8,8,6,5,8,15,2,43,48,4,0
194,8.16666666666667,13,10,7,6,9,6,12,7,9,15,8,26,44,15,7
195,8.16666666666667,29,9,13,12,8,11,13,7,14,16,10,61,48,7,4
196,8.16666666666667,15,10,6,17,13,15,9,10,4,21,5,53,70,19,6
197,8.16666666666667,9,4,3,9,1,4,3,2,6,12,3,42,19,5,0
198,8.16666666666667,11,8,4,3,8,2,5,8,5,7,2,15,21,10,4
199,8.16666666666667,14,11,7,9,12,14,15,9,9,18,7,35,51,22,5
200,8.16666666666667,14,7,9,8,11,10,18,10,6,15,11,62,62,14,6
201,8.16666666666667,11,10,7,7,9,6,10,11,6,6,4,50,40,13,3
202,8.16666666666667,7,8,4,8,8,7,12,0,6,7,1,12,11,8,2
203,8.16666666666667,13,2,5,11,5,7,4,4,9,4,4,46,43,1,3
204,8.25,15,8,9,4,3,15,12,8,8,12,6,70,60,12,5
205,8.25,8,7,12,9,6,4,11,7,5,10,5,36,23,9,1
206,8.25,9,7,1,10,8,5,13,5,7,8,6,22,14,4,1
207,8.25,26,9,10,6,13,10,22,12,15,22,10,66,73,8,0
208,8.25,16,4,3,1,4,6,9,4,7,10,6,39,24,3,5
209,8.25,9,7,10,4,8,9,10,10,4,9,1,24,16,6,4
210,8.25,9,4,2,4,8,9,7,7,10,12,8,43,28,5,0
211,8.25,13,11,8,5,8,13,10,12,7,11,3,21,39,18,5
212,8.33333333333333,7,0,3,3,6,6,14,12,9,9,4,26,36,10,2
213,8.33333333333333,14,4,3,9,9,4,12,4,7,17,1,49,71,12,4
214,8.33333333333333,13,3,5,9,7,4,16,6,8,20,1,35,34,5,2
215,8.33333333333333,12,5,5,6,9,5,14,5,6,12,10,29,27,7,3
216,8.33333333333333,11,9,4,6,2,5,9,13,9,17,10,38,50,19,4
217,8.33333333333333,23,12,4,10,7,7,8,6,6,29,9,48,48,17,2
218,8.33333333333333,10,2,4,2,0,0,7,2,5,4,0,17,6,9,2
219,8.33333333333333,7,10,4,7,11,5,19,7,15,11,6,18,26,14,3
220,8.33333333333333,8,14,8,8,7,9,13,9,10,6,7,22,55,12,5
221,8.33333333333333,14,7,3,10,13,10,19,9,12,21,7,49,59,16,6
222,8.33333333333333,11,7,7,10,8,7,8,7,7,13,8,58,63,18,4
223,8.41666666666667,18,9,12,14,8,14,12,9,9,16,10,50,32,20,7
224,8.41666666666667,7,6,2,7,5,6,6,7,8,9,7,46,27,8,3
225,8.41666666666667,16,12,4,14,4,12,17,8,8,17,8,45,54,12,3
226,8.41666666666667,30,7,9,16,16,16,20,5,11,17,9,56,43,17,6
227,8.41666666666667,18,14,5,10,11,3,12,7,10,20,4,70,54,16,0
228,8.41666666666667,23,16,11,7,10,8,11,9,4,20,9,61,39,8,4
229,8.41666666666667,13,12,12,8,7,14,8,9,9,25,13,36,42,8,1
230,8.41666666666667,8,4,6,8,11,7,11,8,5,27,6,48,38,18,5
231,8.41666666666667,18,15,6,12,7,14,8,7,12,22,9,46,26,11,3
232,8.5,10,9,9,6,6,5,8,6,9,16,5,44,30,8,3
233,8.5,9,4,6,2,11,1,9,4,9,13,3,39,18,2,3
234,8.5,12,2,7,7,8,6,7,8,9,10,3,50,52,14,4
235,8.5,3,4,3,2,2,3,3,4,5,12,0,13,6,10,3
236,8.5,13,11,10,12,5,7,19,13,7,18,7,51,63,10,5
237,8.5,8,0,1,7,1,4,5,2,5,8,6,45,30,4,5
238,8.58333333333333,24,11,14,11,10,9,16,10,8,18,8,75,57,13,4
239,8.58333333333333,15,2,2,4,2,10,6,3,2,7,2,13,15,11,1
240,8.58333333333333,12,11,7,17,5,8,9,7,8,9,7,30,50,8,1
241,8.58333333333333,10,3,4,2,6,9,7,3,0,5,3,9,18,3,0
242,8.58333333333333,8,4,4,2,6,7,7,6,11,7,8,42,44,9,3
243,8.58333333333333,13,6,5,10,4,7,8,5,14,5,5,30,38,5,4
244,8.58333333333333,15,13,16,14,11,14,14,13,10,22,8,54,45,20,5
245,8.58333333333333,18,15,11,15,18,13,18,7,9,24,15,80,65,20,5
246,8.58333333333333,21,8,10,10,14,10,23,11,8,24,7,46,62,18,8
247,8.58333333333333,15,10,4,5,1,10,11,11,8,13,6,47,47,4,4
248,8.66666666666667,10,9,4,7,9,6,14,1,5,13,1,47,34,11,3
249,8.66666666666667,10,4,7,9,8,6,14,6,10,14,7,33,24,10,5
250,8.66666666666667,15,11,12,16,7,14,17,10,10,13,7,45,41,17,6
251,8.66666666666667,4,5,4,8,10,7,17,6,6,3,2,31,20,11,0
252,8.66666666666667,11,4,3,11,11,10,12,7,9,14,3,43,80,8,5
253,8.66666666666667,27,11,10,17,15,12,23,7,13,13,14,49,53,24,7
254,8.66666666666667,10,12,7,10,9,7,10,6,12,14,8,71,58,17,1
255,8.66666666666667,10,3,5,8,4,3,6,7,5,12,5,12,34,3,5
256,8.66666666666667,6,10,3,5,6,4,7,5,2,15,5,44,23,2,2
257,8.66666666666667,24,15,8,10,16,13,20,9,13,18,2,48,40,21,3
258,8.66666666666667,11,9,4,8,5,3,7,8,9,16,7,20,6,7,3
259,8.66666666666667,11,5,11,5,4,5,14,4,7,8,7,29,30,11,5
260,8.75,25,19,12,18,16,13,18,11,9,22,14,59,87,21,6
261,8.75,11,5,6,13,10,6,5,5,2,9,4,40,15,15,4
262,8.75,25,14,8,15,11,17,24,14,11,23,10,60,70,15,5
263,8.75,16,13,11,12,7,7,14,14,13,7,7,53,54,4,1
264,8.75,12,9,6,12,10,11,4,5,8,14,4,26,14,1,3
265,8.75,17,4,12,11,11,7,15,5,6,21,11,47,53,12,2
266,8.75,28,17,13,21,15,20,29,15,16,29,6,49,63,22,6
267,8.75,18,12,11,9,10,9,19,9,13,32,12,34,42,22,4
268,8.75,22,9,8,13,6,15,17,6,10,13,11,69,54,12,6
269,8.75,15,9,7,16,14,8,15,12,12,9,5,31,54,5,4
270,8.83333333333333,23,12,11,14,17,19,9,7,11,20,11,38,72,16,5
271,8.83333333333333,16,11,7,5,8,6,13,7,10,13,4,46,58,11,4
272,8.83333333333333,10,8,8,9,9,6,14,6,7,10,9,43,19,7,3
273,8.83333333333333,11,14,11,6,8,5,14,7,5,19,9,48,29,13,3
274,8.83333333333333,13,9,7,6,3,4,11,4,8,8,3,31,49,3,3
275,8.83333333333333,26,17,10,15,10,14,20,14,15,28,14,74,50,19,8
276,8.91666666666667,8,10,8,11,13,15,18,9,6,18,14,55,66,18,3
277,8.91666666666667,17,4,4,7,5,4,9,9,3,7,9,29,26,14,1
278,8.91666666666667,17,12,9,3,4,8,11,7,5,19,6,30,43,6,1
279,8.91666666666667,14,3,7,6,8,4,12,7,5,12,7,14,37,10,4
280,8.91666666666667,14,9,5,12,10,11,14,4,6,22,11,46,38,11,3
281,8.91666666666667,17,7,9,12,8,10,14,10,10,14,7,48,38,15,4
282,8.91666666666667,4,10,5,7,2,3,14,7,9,13,5,32,22,4,1
283,8.91666666666667,10,12,9,13,12,13,18,10,10,16,3,46,60,14,5
284,8.91666666666667,14,16,10,18,10,7,12,11,11,8,9,54,48,9,3
285,8.91666666666667,21,14,8,15,14,13,26,10,9,22,7,78,74,17,2
286,9,14,3,9,4,6,8,13,5,6,11,5,32,45,8,1
287,9,20,9,6,5,14,9,17,8,9,11,4,41,32,7,4
288,9,10,8,5,15,9,10,14,12,11,19,4,76,57,13,3
289,9,23,16,10,11,10,8,22,6,15,26,9,76,81,12,5
290,9,11,7,4,8,7,9,10,7,3,8,3,25,25,7,2
291,9,11,10,3,9,9,16,15,6,13,10,6,50,37,9,1
292,9,21,15,13,11,10,6,14,6,9,17,12,21,27,7,4
293,9,10,6,6,8,8,2,12,6,9,8,2,43,47,8,5
294,9,17,8,10,6,8,8,9,5,6,7,4,33,31,6,1
295,9,23,14,10,11,9,8,13,9,12,9,8,31,47,19,6
296,9.08333333333333,14,9,4,6,8,7,9,5,8,22,10,39,53,10,8
297,9.08333333333333,10,7,3,11,11,5,12,8,8,10,9,52,36,13,3
298,9.08333333333333,15,12,10,10,10,10,15,7,11,15,4,49,43,14,2
299,9.08333333333333,19,9,6,13,7,10,11,4,7,20,14,58,25,24,6
300,9.08333333333333,6,7,7,9,11,9,9,5,5,9,3,28,24,10,5
301,9.08333333333333,22,11,8,6,6,6,11,8,12,14,4,25,64,14,2
302,9.08333333333333,19,10,10,11,13,6,11,7,9,13,7,62,59,12,5
303,9.08333333333333,29,14,10,19,17,11,21,9,12,23,11,64,58,10,5
304,9.08333333333333,21,15,9,10,14,9,27,9,14,20,10,50,64,23,6
305,9.08333333333333,21,15,7,8,8,8,13,13,6,8,0,47,45,12,1
306,9.16666666666667,24,13,9,12,13,9,26,10,15,23,8,68,61,13,2
307,9.16666666666667,5,4,6,5,5,4,10,9,11,7,6,5,33,5,1
308,9.16666666666667,15,9,7,12,6,13,12,8,10,11,5,61,28,16,4
309,9.16666666666667,19,7,7,5,1,4,7,5,4,4,1,36,23,15,4
310,9.16666666666667,23,8,6,8,11,9,18,5,9,17,5,46,47,11,6
311,9.25,24,13,5,9,6,11,20,5,6,17,8,37,44,11,5
312,9.25,11,6,5,2,7,7,19,3,9,14,1,28,56,15,7
313,9.25,16,13,9,10,11,12,11,10,9,27,7,75,75,6,7
314,9.25,27,16,14,17,17,16,15,11,10,18,10,57,54,14,5
315,9.25,18,9,6,11,10,13,10,9,9,13,11,50,44,10,5
316,9.25,24,12,12,16,17,15,13,12,9,14,12,63,74,15,5
317,9.25,19,16,13,13,13,8,11,8,13,16,10,46,53,17,5
318,9.33333333333333,20,4,6,6,7,6,14,7,15,18,6,34,41,10,6
319,9.33333333333333,14,13,10,12,6,5,16,4,5,9,4,36,42,9,6
320,9.33333333333333,14,8,9,8,13,13,14,3,9,20,6,51,59,13,6
321,9.33333333333333,26,13,8,20,11,14,23,11,15,21,11,65,82,11,5
322,9.33333333333333,16,18,8,14,9,11,16,11,12,11,0,63,67,13,7
323,9.33333333333333,7,9,2,5,4,2,8,3,5,14,3,20,4,4,2
324,9.33333333333333,9,11,8,8,5,6,12,5,10,8,6,37,20,17,6
325,9.33333333333333,11,6,2,12,10,9,8,7,5,14,6,26,36,18,3
326,9.33333333333333,18,15,6,4,4,5,21,6,7,8,4,68,67,20,1
327,9.33333333333333,13,6,7,13,5,14,6,5,6,9,6,32,39,7,4
328,9.33333333333333,9,11,8,9,14,7,21,9,6,25,5,47,45,16,1
329,9.41666666666667,20,15,4,14,18,11,14,6,10,22,9,74,75,20,5
330,9.41666666666667,20,10,7,17,11,12,20,7,5,23,8,37,41,24,5
331,9.41666666666667,20,8,6,10,7,4,22,12,15,14,7,54,32,15,6
332,9.41666666666667,12,10,8,11,9,4,19,7,9,16,7,38,31,7,4
333,9.41666666666667,27,19,12,17,10,17,20,14,12,14,9,78,58,21,4
334,9.41666666666667,19,16,8,16,13,5,21,10,16,22,11,74,72,23,5
335,9.5,23,8,10,17,16,7,17,10,9,10,6,65,77,7,6
336,9.5,14,15,6,11,6,7,13,9,5,17,9,34,42,15,3
337,9.5,13,5,6,5,3,2,10,8,8,13,2,41,65,4,2
338,9.5,11,8,3,4,3,4,1,3,4,11,4,23,20,3,3
339,9.5,21,13,13,10,12,9,25,8,13,16,12,70,55,9,2
340,9.5,13,14,4,16,14,16,14,5,12,12,2,41,48,14,5
341,9.5,15,7,6,5,12,5,19,7,8,8,4,38,38,17,5
342,9.5,15,10,4,10,6,10,8,8,5,13,7,23,25,17,5
343,9.5,23,11,15,10,9,7,19,11,13,6,6,48,43,15,4
344,9.5,15,8,6,13,7,14,17,7,9,17,7,47,47,14,5
345,9.5,21,15,10,15,11,16,25,10,12,26,12,66,73,16,5
346,9.5,7,5,6,11,12,19,21,7,8,22,8,66,67,13,6
347,9.58333333333333,7,8,4,11,3,10,7,5,2,10,4,19,35,11,1
348,9.58333333333333,28,21,19,20,9,12,14,8,14,19,12,55,49,21,7
349,9.58333333333333,10,7,4,9,9,6,16,7,11,16,4,53,46,8,6
350,9.58333333333333,24,14,10,13,9,13,14,11,7,31,8,41,27,24,4
351,9.58333333333333,15,13,13,11,12,6,13,14,9,17,6,65,82,19,2
352,9.58333333333333,14,15,11,9,4,8,17,5,9,8,5,37,43,5,4
353,9.66666666666667,17,8,14,10,15,8,18,10,16,19,10,50,55,21,5
354,9.66666666666667,22,8,5,8,7,13,18,2,10,17,5,54,58,19,5
355,9.66666666666667,25,16,11,14,5,6,15,6,11,7,10,52,45,14,4
356,9.66666666666667,16,12,10,10,10,7,7,2,9,13,6,35,58,8,1
