ID,age_y,SP_grezzo,RS_grezzo,CS_grezzo,MR_grezzo,RR_grezzo,QS_grezzo,MO_grezzo,RP_grezzo,MP_grezzo,SM_grezzo,PG_grezzo,CL_grezzo,SS_grezzo,CR_grezzo,DM_grezzo,age_m,age_band,SP_PP,RS_PP,CS_PP,MR_PP,RR_PP,QS_PP,MO_PP,RP_PP,MP_PP,SM_PP,PG_PP,CL_PP,SS_PP,CR_PP,DM_PP,age_group,qIC_sommaPP,qIC_SS,qIF_sommaPP,qIF_SS,qVS_sommaPP,qVS_SS,qML_sommaPP,qML_SS,qVE_sommaPP,qVE_SS,qAR_sommaPP,qAR_SS,QI_rapido_sommaPP,QI_rapido_SS,QI_totale_sommaPP,QI_totale_SS
28,6.33333333333333,1,1,4,3,0,2,1,2,0,0,1,0,3,1,0,76,6;04-6;07,6,7,10,8,5,7,6,7,6,6,7,6,7,6,7,6-10 anni,13,79,13,80,13,79,13,80,13,80,13,79,26,77,57,73
29,6.33333333333333,10,3,3,4,8,4,6,1,4,6,4,26,21,3,0,76,6;04-6;07,11,8,9,9,14,8,9,6,9,9,10,11,10,8,7,6-10 anni,19,97,23,109,15,85,19,97,21,103,15,85,42,103,85,96
30,6.33333333333333,4,0,2,0,2,1,5,1,2,0,3,0,0,5,0,76,6;04-6;07,7,7,7,5,7,6,8,6,7,6,9,6,6,9,7,6-10 anni,14,82,12,77,14,82,15,86,12,78,16,88,26,77,61,76
31,6.41666666666667,20,17,5,12,10,7,12,9,12,24,7,26,37,15,1,77,6;04-6;07,17,19,12,16,15,13,13,14,17,17,14,11,12,16,8,6-10 anni,36,147,31,133,27,121,31,132,23,108,24,112,67,145,138,139
32,6.41666666666667,15,7,3,6,3,11,11,8,4,14,4,12,8,4,1,77,6;04-6;07,14,12,9,10,8,17,13,13,9,13,10,9,7,9,8,6-10 anni,26,117,18,94,26,118,23,109,16,89,17,91,44,107,101,109
33,6.41666666666667,5,4,2,1,3,2,3,5,0,3,2,16,21,5,0,77,6;04-6;07,8,9,7,6,8,7,6,10,6,8,8,9,10,9,7,6-10 anni,17,91,14,83,16,88,16,88,19,97,16,88,31,85,73,86
34,6.41666666666667,6,4,4,5,5,6,8,3,5,7,2,37,11,1,0,77,6;04-6;07,8,9,10,9,10,11,10,8,10,9,8,13,8,6,7,6-10 anni,17,91,19,97,18,94,17,91,21,103,13,79,36,93,82,93
35,6.41666666666667,8,0,1,3,2,3,3,4,1,6,0,24,32,3,0,77,6;04-6;07,9,7,7,8,7,8,6,9,7,9,5,10,12,8,7,6-10 anni,16,88,15,86,15,85,14,83,22,106,15,85,31,85,73,86
36,6.41666666666667,12,4,9,10,5,0,9,10,3,7,8,35,27,14,5,77,6;04-6;07,12,9,17,15,10,6,10,15,8,9,16,13,11,15,17,6-10 anni,21,103,25,115,25,115,25,114,24,111,32,137,46,110,108,115
37,6.41666666666667,8,3,4,1,2,6,12,3,5,5,7,9,11,5,1,77,6;04-6;07,9,8,10,6,7,11,13,8,10,8,14,7,8,9,8,6-10 anni,17,91,13,80,21,103,22,106,15,86,17,91,30,83,75,88
38,6.41666666666667,15,11,8,3,9,5,14,5,8,20,2,20,55,22,4,77,6;04-6;07,14,15,16,8,14,10,14,10,12,16,8,10,17,19,14,6-10 anni,29,126,22,106,24,112,24,111,27,119,33,140,51,118,120,125
39,6.41666666666667,5,1,1,7,3,10,6,2,4,4,3,20,16,3,2,77,6;04-6;07,8,7,7,12,8,15,9,7,9,8,9,10,8,8,11,6-10 anni,15,85,20,100,16,88,17,91,18,94,19,97,35,92,77,89
40,6.41666666666667,6,6,2,5,4,3,10,5,6,6,1,14,8,7,3,77,6;04-6;07,8,10,7,9,8,8,12,10,11,9,7,9,7,10,13,6-10 anni,18,94,17,91,22,106,16,88,16,89,23,109,35,92,85,96
41,6.5,2,0,5,3,2,2,10,5,5,4,1,0,7,1,0,78,6;04-6;07,7,7,12,8,7,7,12,10,10,8,7,6,7,6,7,6-10 anni,14,82,15,86,22,106,15,86,13,80,13,79,29,82,71,84
42,6.5,17,5,4,13,3,8,12,4,12,14,7,11,17,9,1,78,6;04-6;07,16,10,10,17,8,14,13,9,17,13,14,9,8,13,8,6-10 anni,26,117,25,115,22,106,27,120,17,92,21,103,51,118,108,115
43,6.5,5,2,3,4,5,2,5,5,4,5,2,10,22,4,1,78,6;04-6;07,8,8,9,9,10,7,8,10,9,8,8,9,10,9,8,6-10 anni,16,88,19,97,18,94,16,88,19,97,17,91,35,92,79,91
44,6.5,4,3,1,5,1,7,4,1,1,4,4,14,16,5,2,78,6;04-6;07,7,8,7,9,6,13,8,6,7,8,10,9,8,9,11,6-10 anni,15,85,15,86,14,82,18,94,17,92,20,100,30,83,70,84
45,6.5,6,1,1,4,4,1,5,3,3,4,4,2,11,3,1,78,6;04-6;07,8,7,7,9,8,6,8,8,8,8,10,7,8,8,8,6-10 anni,15,85,17,91,16,88,18,94,15,86,16,88,32,87,71,84
46,6.5,3,1,1,6,3,6,1,0,2,5,3,10,20,7,3,78,6;04-6;07,7,7,7,10,8,11,6,5,7,8,9,9,10,10,13,6-10 anni,14,82,18,94,11,73,17,91,19,97,23,109,32,87,70,84
47,6.5,4,0,3,2,3,6,3,5,2,1,2,11,4,1,0,78,6;04-6;07,7,7,9,8,8,11,6,10,7,7,8,9,7,6,7,6-10 anni,14,82,16,89,16,88,15,86,16,89,13,79,30,83,68,82
48,6.5,10,9,4,6,3,6,8,5,3,6,6,24,7,5,1,78,6;04-6;07,11,13,10,10,8,11,10,10,8,9,13,10,7,9,8,6-10 anni,24,112,18,94,20,100,22,106,17,92,17,91,42,103,90,100
49,6.5,9,5,2,9,5,5,8,3,5,12,2,31,25,6,2,78,6;04-6;07,11,10,7,13,10,10,10,8,10,12,8,11,11,10,11,6-10 anni,21,103,23,109,18,94,20,100,22,106,21,103,44,107,95,104
50,6.5,3,2,4,2,6,4,4,3,9,8,3,6,7,8,3,78,6;04-6;07,7,8,10,8,11,8,8,8,13,10,9,7,7,11,13,6-10 anni,15,85,19,97,16,88,19,97,14,83,24,112,34,90,78,90
51,6.58333333333333,5,4,1,3,2,3,4,6,3,9,2,13,24,6,0,79,6;04-6;07,8,9,7,8,7,8,8,11,8,10,8,9,10,10,7,6-10 anni,17,91,15,86,19,97,18,94,19,97,17,91,32,87,80,92
52,6.58333333333333,8,11,6,12,8,8,14,10,10,28,10,16,50,14,2,79,6;04-6;07,9,15,13,16,14,14,14,15,15,19,17,9,16,15,11,6-10 anni,24,112,30,130,29,127,36,146,25,114,26,119,54,123,126,130
53,6.58333333333333,16,8,4,7,8,5,12,9,6,18,4,40,26,3,2,79,6;04-6;07,14,13,10,12,14,10,13,14,11,15,10,14,11,8,11,6-10 anni,27,120,26,118,27,121,25,114,25,114,19,97,53,122,117,122
54,6.58333333333333,8,12,6,7,6,6,16,12,11,19,5,31,34,8,5,79,6;04-6;07,9,16,13,12,11,11,16,17,16,15,12,11,12,11,17,6-10 anni,25,115,23,109,33,139,27,120,23,108,28,125,48,113,118,123
55,6.58333333333333,10,6,9,4,10,3,12,11,5,7,9,43,56,10,2,79,6;04-6;07,11,10,17,9,15,8,13,16,10,9,16,16,17,13,11,6-10 anni,21,103,24,112,29,127,25,114,33,136,24,112,45,108,112,118
56,6.58333333333333,2,1,1,0,7,2,5,5,8,7,5,5,19,6,2,79,6;04-6;07,7,7,7,5,12,7,8,10,12,9,12,7,10,10,11,6-10 anni,14,82,17,91,18,94,21,103,17,92,21,103,31,85,75,88
57,6.58333333333333,9,1,7,5,10,6,4,5,4,12,1,46,47,9,2,79,6;04-6;07,11,7,14,9,15,11,8,10,9,12,7,16,15,13,11,6-10 anni,18,94,24,112,18,94,19,97,31,131,24,112,42,103,101,109
58,6.58333333333333,6,7,4,5,2,3,3,2,1,6,5,29,31,4,1,79,6;04-6;07,8,12,10,9,7,8,6,7,7,9,12,11,12,9,8,6-10 anni,20,100,16,89,13,79,21,103,23,108,17,91,36,93,78,90
59,6.58333333333333,2,9,1,5,4,3,9,2,2,11,1,24,16,5,1,79,6;04-6;07,7,13,7,9,8,8,10,7,7,11,7,10,8,9,8,6-10 anni,20,100,17,91,17,91,18,94,18,94,17,91,37,95,84,95
60,6.58333333333333,9,5,3,7,3,4,7,8,7,11,6,17,18,5,3,79,6;04-6;07,11,10,9,12,8,8,9,13,12,11,13,9,10,9,13,6-10 anni,21,103,20,100,22,106,24,111,19,97,22,106,41,102,92,102
61,6.58333333333333,11,4,4,10,8,3,7,2,6,3,2,10,9,5,0,79,6;04-6;07,12,9,10,15,14,8,9,7,11,8,8,9,7,9,7,6-10 anni,21,103,29,127,16,88,16,88,16,89,16,88,50,117,92,102
62,6.58333333333333,14,7,3,2,11,8,11,7,5,9,3,19,11,5,6,79,6;04-6;07,13,12,9,8,16,14,13,12,10,10,9,10,8,9,18,6-10 anni,25,115,24,112,25,115,19,97,18,94,27,122,49,115,103,111
63,6.58333333333333,15,6,6,7,3,8,7,8,9,8,3,5,35,4,2,79,6;04-6;07,14,10,13,12,8,14,9,13,13,10,9,7,12,9,11,6-10 anni,24,112,20,100,22,106,19,97,19,97,20,100,44,107,92,102
64,6.58333333333333,15,7,8,9,10,11,18,7,9,11,6,66,58,10,3,79,6;04-6;07,14,12,16,13,15,17,18,12,13,11,13,19,17,13,13,6-10 anni,26,117,28,124,30,130,24,111,36,145,26,119,54,123,127,130
65,6.58333333333333,12,4,3,6,4,2,8,4,4,4,2,21,19,4,2,79,6;04-6;07,12,9,9,10,8,7,10,9,9,8,8,10,10,9,11,6-10 anni,21,103,18,94,19,97,16,88,20,100,20,100,39,98,85,96
66,6.66666666666667,7,2,4,7,5,1,3,0,5,6,2,24,11,1,3,80,6;08-6;11,9,7,9,11,9,5,6,5,9,9,8,9,8,6,12,6-10 anni,16,88,20,100,11,73,17,91,17,92,18,94,36,93,71,84
67,6.66666666666667,5,6,3,4,6,6,5,3,8,8,4,6,12,7,2,80,6;08-6;11,8,10,8,8,10,11,7,8,11,10,11,5,8,9,10,6-10 anni,18,94,18,94,15,85,21,103,13,80,19,97,36,93,75,88
68,6.66666666666667,14,14,9,7,6,7,6,9,6,12,9,18,49,14,3,80,6;08-6;11,14,19,15,11,10,12,9,16,10,12,16,9,14,14,12,6-10 anni,33,138,21,103,25,115,28,123,23,108,26,119,54,123,114,120
69,6.66666666666667,16,7,9,12,14,6,8,5,11,16,5,48,63,14,3,80,6;08-6;11,16,12,15,16,16,11,11,11,14,15,12,15,17,14,12,6-10 anni,28,123,32,136,22,106,27,120,32,133,26,119,60,133,126,130
70,6.66666666666667,7,4,3,3,11,2,11,1,11,6,2,26,19,3,4,80,6;08-6;11,9,9,8,7,14,7,14,6,14,9,8,10,9,7,13,6-10 anni,18,94,21,103,20,100,17,91,19,97,20,100,39,98,85,96
71,6.66666666666667,9,3,8,6,13,2,2,4,4,4,1,35,55,3,0,80,6;08-6;11,11,7,14,10,16,7,6,10,8,7,7,12,15,7,6,6-10 anni,18,94,26,118,16,88,14,83,27,119,13,79,44,107,86,97
72,6.66666666666667,8,3,6,4,3,6,3,7,2,7,4,36,25,18,5,80,6;08-6;11,9,7,12,8,8,11,6,14,6,9,11,12,10,16,15,6-10 anni,16,88,16,89,20,100,20,100,22,106,31,134,32,87,89,99
73,6.66666666666667,6,3,5,9,8,9,11,5,8,8,9,37,22,11,1,80,6;08-6;11,8,7,10,13,12,13,14,11,11,10,16,12,9,13,7,6-10 anni,15,85,25,115,25,115,26,117,21,103,20,100,40,100,100,108
74,6.75,8,7,4,8,3,7,3,3,8,9,2,28,14,13,3,81,6;08-6;11,9,12,9,11,8,12,6,8,11,10,8,10,8,14,12,6-10 anni,21,103,19,97,14,82,18,94,18,94,26,119,40,100,88,98
75,6.75,2,1,0,2,2,0,3,1,1,1,1,0,8,2,2,81,6;08-6;11,6,5,6,7,7,5,6,6,6,6,7,4,7,7,10,6-10 anni,11,73,14,83,12,76,13,80,11,75,17,91,25,75,54,70
76,6.75,9,2,5,7,4,10,9,7,5,12,2,57,66,17,3,81,6;08-6;11,11,7,10,11,8,15,11,14,9,12,8,18,18,16,12,6-10 anni,18,94,19,97,25,115,20,100,36,145,28,125,37,95,108,115
77,6.75,6,5,4,4,0,4,6,2,9,5,2,10,24,11,5,81,6;08-6;11,8,10,9,8,5,8,9,7,12,7,8,7,9,13,15,6-10 anni,18,94,13,80,16,88,15,86,16,89,28,125,31,85,74,87
78,6.75,11,9,2,3,1,6,12,5,10,12,2,59,46,8,4,81,6;08-6;11,12,13,7,7,6,11,14,11,13,12,8,18,13,10,13,6-10 anni,25,115,13,80,25,115,20,100,31,131,23,109,38,97,103,111
79,6.75,10,4,10,7,8,6,11,2,5,9,2,13,11,5,1,81,6;08-6;11,11,9,16,11,12,11,14,7,9,10,8,7,8,8,7,6-10 anni,20,100,23,109,21,103,18,94,15,86,15,85,43,105,89,99
80,6.75,8,8,4,2,5,7,5,4,7,6,1,39,25,14,1,81,6;08-6;11,9,13,9,7,9,12,7,10,11,9,7,13,10,14,7,6-10 anni,22,106,16,89,17,91,16,88,23,108,21,103,38,97,91,101
81,6.75,5,7,3,0,1,1,2,4,4,2,1,19,18,3,1,81,6;08-6;11,8,12,8,4,6,5,6,10,8,6,7,9,9,7,7,6-10 anni,20,100,10,71,16,88,13,80,18,94,14,82,30,83,68,82
82,6.75,14,10,6,9,9,10,9,8,10,17,9,25,41,10,1,81,6;08-6;11,14,15,12,13,12,15,11,15,13,15,16,9,12,12,7,6-10 anni,29,126,25,115,26,118,31,132,21,103,19,97,54,123,116,121
83,6.75,11,5,10,5,13,8,8,5,6,10,2,21,16,6,4,81,6;08-6;11,12,10,16,8,16,13,11,11,10,11,8,9,8,9,13,6-10 anni,22,106,24,112,22,106,19,97,17,92,22,106,46,110,97,106
84,6.75,12,2,7,8,10,9,9,9,7,12,6,33,22,5,6,81,6;08-6;11,12,7,13,11,13,13,11,16,11,12,13,12,9,8,16,6-10 anni,19,97,24,112,27,121,25,114,21,103,24,112,43,105,102,110
85,6.75,1,2,1,4,4,2,7,2,3,7,4,21,16,9,0,81,6;08-6;11,4,7,7,8,8,7,9,7,7,9,11,9,8,12,6,6-10 anni,11,73,16,89,16,88,20,100,17,92,18,94,27,78,73,86
86,6.83333333333333,2,6,2,4,6,8,9,2,7,3,0,34,4,3,2,82,6;08-6;11,6,10,7,8,10,13,11,7,11,7,5,12,7,7,10,6-10 anni,16,88,18,94,18,94,12,77,19,97,17,91,34,90,78,90
87,6.83333333333333,10,6,3,10,8,3,5,4,3,13,7,27,27,11,3,82,6;08-6;11,11,10,8,14,12,8,7,10,7,12,15,10,10,13,12,6-10 anni,21,103,26,118,17,91,27,120,20,100,25,116,47,112,99,107
88,6.83333333333333,6,6,3,3,3,2,6,3,7,3,0,17,8,1,1,82,6;08-6;11,8,10,8,7,8,7,9,8,11,7,5,7,7,6,7,6-10 anni,18,94,15,86,17,91,12,77,14,83,13,79,33,88,70,84
89,6.83333333333333,7,5,4,4,9,7,9,4,3,13,5,24,17,6,2,82,6;08-6;11,9,10,9,8,12,12,11,10,7,12,12,9,8,9,10,6-10 anni,19,97,20,100,21,103,24,111,17,92,19,97,39,98,90,100
90,6.83333333333333,10,8,10,7,3,5,9,6,9,6,5,19,15,4,3,82,6;08-6;11,11,13,16,11,8,9,11,12,12,9,12,9,8,8,12,6-10 anni,24,112,19,97,23,109,21,103,17,92,20,100,43,105,92,102
91,6.83333333333333,11,7,7,4,2,7,12,5,9,2,1,33,33,6,5,82,6;08-6;11,12,12,13,8,7,12,14,11,12,6,7,12,11,9,15,6-10 anni,24,112,15,86,25,115,13,80,23,108,24,112,39,98,91,101
92,6.83333333333333,5,0,1,2,3,0,3,2,1,4,5,23,6,2,3,82,6;08-6;11,8,5,7,7,8,5,6,7,6,7,12,9,7,7,12,6-10 anni,13,79,15,86,13,79,19,97,16,89,19,97,28,80,64,79
93,6.83333333333333,7,6,1,4,5,5,6,2,2,7,2,33,17,10,0,82,6;08-6;11,9,10,7,8,9,9,9,7,6,9,8,12,8,12,6,6-10 anni,19,97,17,91,16,88,17,91,20,100,18,94,36,93,85,96
94,6.91666666666667,7,7,6,5,8,0,12,5,6,16,3,32,42,7,1,83,6;08-6;11,9,12,12,8,12,5,14,11,10,15,9,12,12,9,7,6-10 anni,21,103,20,100,25,115,24,111,24,111,16,88,41,102,102,110
95,6.91666666666667,8,3,2,7,5,5,8,5,7,11,4,7,22,6,0,83,6;08-6;11,9,7,7,11,9,9,11,11,11,11,11,5,9,9,6,6-10 anni,16,88,20,100,22,106,22,106,14,83,15,85,36,93,83,94
96,6.91666666666667,10,9,1,5,2,7,8,1,0,2,4,20,26,10,1,83,6;08-6;11,11,13,7,8,7,12,11,6,4,6,11,9,10,12,7,6-10 anni,24,112,15,86,17,91,17,91,19,97,19,97,39,98,83,94
97,6.91666666666667,9,6,4,7,5,9,10,5,11,6,4,33,48,5,2,83,6;08-6;11,11,10,9,11,9,13,12,11,14,9,11,12,13,8,10,6-10 anni,21,103,20,100,23,109,20,100,25,114,18,94,41,102,93,102
98,6.91666666666667,19,6,2,12,12,6,14,8,12,17,6,27,33,8,1,83,6;08-6;11,19,10,7,16,15,11,16,15,16,15,13,10,11,10,7,6-10 anni,29,126,31,133,31,133,28,123,21,103,17,91,60,133,126,130
99,6.91666666666667,6,6,4,14,4,8,11,4,7,18,4,34,49,5,1,83,6;08-6;11,8,10,9,18,8,13,14,10,11,16,11,12,14,8,7,6-10 anni,18,94,26,118,24,112,27,120,26,117,15,85,44,107,104,112
100,7,12,3,4,4,2,7,17,3,8,10,4,27,22,5,3,84,7;00-7;03,10,7,10,8,7,12,14,7,12,9,9,9,8,8,10,6-10 anni,17,91,15,86,21,103,18,94,17,92,18,94,32,87,79,91
101,7,9,5,3,6,3,11,6,4,2,7,1,37,35,13,3,84,7;00-7;03,8,9,8,9,8,16,8,8,6,6,5,10,11,16,10,6-10 anni,17,91,17,91,16,88,11,74,21,103,26,119,34,90,82,93
102,7,17,5,11,8,10,7,13,12,7,15,8,45,23,5,6,84,7;00-7;03,15,9,18,10,13,12,12,17,12,11,13,13,8,8,15,6-10 anni,24,112,23,109,29,127,24,111,21,103,23,109,47,112,108,115
103,7,7,8,4,4,11,7,19,4,3,13,7,32,24,6,4,84,7;00-7;03,7,11,10,8,14,12,15,8,7,10,12,10,8,10,11,6-10 anni,18,94,22,106,23,109,22,106,18,94,21,103,40,100,93,102
104,7,7,3,2,6,4,3,6,5,3,6,5,13,16,3,3,84,7;00-7;03,7,7,7,9,8,7,8,9,7,6,10,6,7,7,10,6-10 anni,14,82,17,91,17,91,16,88,13,80,17,91,31,85,67,81
105,7,8,4,4,3,1,2,14,3,3,12,8,33,35,6,3,84,7;00-7;03,7,8,10,7,6,6,12,7,7,10,13,10,11,10,10,6-10 anni,15,85,13,80,19,97,23,109,21,103,20,100,28,80,77,89
106,7.08333333333333,7,8,5,5,4,4,3,2,5,10,2,23,13,8,3,85,7;00-7;03,7,11,11,8,8,7,6,6,10,9,6,8,7,11,10,6-10 anni,18,94,16,89,12,76,15,86,15,86,21,103,34,90,74,87
107,7.08333333333333,10,7,1,8,4,3,5,4,2,8,1,5,11,1,0,85,7;00-7;03,8,10,7,10,8,7,7,8,6,8,5,5,7,5,4,6-10 anni,18,94,18,94,15,85,13,80,12,78,9,66,36,93,69,83
108,7.08333333333333,11,13,4,12,9,9,9,7,4,17,10,49,54,8,5,85,7;00-7;03,10,15,10,14,12,13,9,12,8,12,14,14,15,11,14,6-10 anni,25,115,26,118,21,103,26,117,29,125,25,116,51,118,109,116
109,7.16666666666667,12,10,4,10,3,4,7,9,8,3,5,21,29,7,2,86,7;00-7;03,10,13,10,13,8,7,8,14,12,5,10,8,9,10,8,6-10 anni,23,109,21,103,22,106,15,86,17,92,18,94,44,107,89,99
110,7.16666666666667,19,7,6,12,15,4,9,7,13,11,4,62,59,7,5,86,7;00-7;03,16,10,12,14,17,7,9,12,18,9,9,16,16,10,14,6-10 anni,26,117,31,133,21,103,18,94,32,133,24,112,57,128,113,119
111,7.16666666666667,15,5,7,9,8,7,12,2,8,12,4,27,18,10,3,86,7;00-7;03,13,9,14,12,12,12,11,6,12,10,9,9,8,13,10,6-10 anni,22,106,24,112,17,91,19,97,17,92,23,109,46,110,95,104
112,7.16666666666667,12,4,0,2,3,4,6,5,7,11,2,43,35,5,4,86,7;00-7;03,10,8,6,7,8,7,8,9,12,9,6,13,11,8,11,6-10 anni,18,94,15,86,17,91,15,86,24,111,19,97,33,88,80,92
